child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
DOURADINHA,ALFROCHEIRO PRETO,Parent 2,SSR,SSR,20,40.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
DUC D'ANJOU,BLACK MOROCCO,Parent 1,SSR,SSR,20,36.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
DUC D'ANJOU,F FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,36.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
DUC DE MAGENTA,SCHIRAS DR. HOUDBINE,Parent 1,SSR,SSR,20,25.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. Confirmation of prior publication: Vargas 2009 | nSSR: 20/1
DUC DE MAGENTA,F CHASSELAS,Parent 2,SSR,SSR,20,25.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. Confirmation of prior publication: Vargas 2009 | nSSR: 20/1
DUCHESS OF BUCCLEUGH,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,37.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Invalidation of prior publication: Vargas 2009 | nSSR: 20/0
DUCHESS OF BUCCLEUGH,MUSCAT FLEUR D'ORANGER,Parent 2,SSR,SSR,20,37.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Invalidation of prior publication: Vargas 2009 | nSSR: 20/0
DURAN,MOURVÈDRE = MONASTRELL,Parent 1,SSR,SSR,20,32.36,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
DURAN,GREC ROUGE,Parent 2,SSR,SSR,20,32.36,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
DURAS,TRESSOT,Parent 1,SSR,SSR,20,39.95,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
DURAS,SAVAGNIN BLANC,Parent 2,SSR,SSR,20,39.95,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
DURIF,SYRAH,Parent 1,SSR,SSR,20,41.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,"No information on the original cross. Confirmation of prior publication: Meredith 1999; (Myles 2011, mislabeled) | nSSR: 20/0"
DURIF,PELOURSIN,Parent 2,SSR,SSR,20,41.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,"No information on the original cross. Confirmation of prior publication: Meredith 1999; (Myles 2011, mislabeled) | nSSR: 20/0"
EARLY MUSCAT,REINE DES VIGNES,Parent 1,SSR,SSR,20,39.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Myles 2011 | nSSR: 20/0
EARLY MUSCAT,MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,39.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Myles 2011 | nSSR: 20/0
EDERENA,MERLOT NOIR,Parent 1,SSR,SSR,20,28.83,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
EDERENA,ABOURIOU,Parent 2,SSR,SSR,20,28.83,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
EFREMOVSKY,COARNA ALBA,Parent 1,SSR,SSR,20,33.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
EFREMOVSKY,F PLAVAÏ,Parent 2,SSR,SSR,20,33.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
EGIODOLA,TINTA MADEIRA,Parent 1,SSR,SSR,20,25.94,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
EGIODOLA,ABOURIOU,Parent 2,SSR,SSR,20,25.94,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
EHRENFELSER = GM 9‐93,RIESLING WEISS,Parent 1,SSR,SSR,20,37.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: Lacombe 2010; (and half Grando 1998) | nSSR: 20/0
EHRENFELSER = GM 9‐93,KNIPPERLÉ,Parent 2,SSR,SSR,20,37.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: Lacombe 2010; (and half Grando 1998) | nSSR: 20/0
EKIGAÏNA,CABERNET‐SAUVIGNON,Parent 1,SSR,SSR,20,41.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
EKIGAÏNA,TANNAT,Parent 2,SSR,SSR,20,41.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ELBLING BLAUER (DEKKER),RIESLING WEISS,Parent 1,SSR,SSR,20,31.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ELBLING BLAUER (DEKKER),FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,31.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ELIZABETH KRASNAY,BICANE,Parent 1,SSR,SSR,20,32.69,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 19/0
ELIZABETH KRASNAY,F ORG TOKOS,Parent 2,SSR,SSR,20,32.69,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 19/0
ELUL,CALMERIA = C11‐31‐5,Parent 1,SSR,SSR,20,35.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
ELUL,DABOUKI,Parent 2,SSR,SSR,20,35.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
EMERALD RIESLING,MUSCADELLE DU BORDELAIS FAUX GRENACHE = GARNACHA,Parent 1,SSR,SSR,20,42.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
EMERALD SEEDLESS,EMPEROR,Parent 1,SSR,SSR,20,28.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/1
EMERALD SEEDLESS,SULTANA MOSCATA = PIROVANO 75,Parent 2,SSR,SSR,20,28.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/1
EMILIA = DALMASSO VI‐3,BICANE,Parent 1,SSR,SSR,20,34.56,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
EMILIA = DALMASSO VI‐3,F DATTIER DE BEYROUTH = AFUZ ALI,Parent 2,SSR,SSR,20,34.56,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
EMPERATRIZ = CG 28‐467,SULTANINE,Parent 1,SSR,SSR,20,35.72,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 | nSSR: 20/0
EMPERATRIZ = CG 28‐467,EMPEROR,Parent 2,SSR,SSR,20,35.72,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 | nSSR: 20/0
EN KÖVIDINKAM,MATHIASZ JANOSNE = MATHIASZ 210 KÖVIDINKA,Parent 1,SSR,SSR,20,38.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
EUGENIA (ALLEMAGNE),BOUQUETTRAUBE,Parent 1,SSR,SSR,20,30.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
EUGENIA (ALLEMAGNE),CHASSELAS,Parent 2,SSR,SSR,20,30.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
EXALTA,PERLETTE,Parent 1,SSR,SSR,20,40.19,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
EXALTA,MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,40.19,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
EXOTIC,ALPHONSE LAVALLÉE,Parent 1,SSR,SSR,20,35.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009; (but not Myles 2011) | nSSR: 20/0
EXOTIC,AHMEUR BOU AHMEUR,Parent 2,SSR,SSR,20,35.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009; (but not Myles 2011) | nSSR: 20/0
EZEREVES MAGYARORSZAG EMLEKE CHASSELAS,AHMEUR BOU AHMEUR,Parent 1,SSR,SSR,20,32.47,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. Half confirmation of prior | nSSR: 20/0
F. LANTINI = PIROVANO 263,MUSCAT DE HAMBOURG,Parent 1,SSR,SSR,20,27.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
F. LANTINI = PIROVANO 263,CICLOPICA = PIROVANO 60,Parent 2,SSR,SSR,20,27.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
FABERREBE = ALZEY 10375,CHARDONNAY BLANC,Parent 1,SSR,SSR,20,33.1,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
FABERREBE = ALZEY 10375,MÜLLER‐THURGAU,Parent 2,SSR,SSR,20,33.1,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
FADDY ZSIGA DINKA,MATHIASZ JANOSNE = MATHIASZ 210 HARSLEVELU,Parent 1,SSR,SSR,20,41.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
FARBFRÄNKISCH,LIMBERGER = BLAUFRÄNKISCH,Parent 1,SSR,SSR,20,36.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FARBFRÄNKISCH,TEINTURIER,Parent 2,SSR,SSR,20,36.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FÉCONDATION LIBRE LAGLEYSE,UGNI BLANC = TREBBIANO TOSCANO UGNI BLANC = TREBBIANO TOSCANO,Parent 1,SSR,SSR,20,26.14,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
FEHER KÖVIDINKA (COLLECTION BERBECEL = APROFEHER,PAPASKARASI,Parent 1,SSR,SSR,20,43.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FEHER KÖVIDINKA (COLLECTION BERBECEL = APROFEHER,BUDAPEST),Parent 2,SSR,SSR,20,43.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FEINRIESLING,RIESLING WEISS,Parent 1,SSR,SSR,20,34.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FEINRIESLING,MUSCAT SAINT‐LAURENT,Parent 2,SSR,SSR,20,34.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FEINRIESLING FAUX (COLLECTION TRIER) RIESLING,PRÉCOCE DE MALINGRE,Parent 1,SSR,SSR,20,38.22,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
FERLÉ 50 = H 34‐49‐50,FERRAL TAMARA,Parent 1,SSR,SSR,20,21.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 11/1
FERLÉ 50 = H 34‐49‐50,ALPHONSE LAVALLÉE,Parent 2,SSR,SSR,20,21.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 11/1
FERLÉ 76 = LEAO FERREIRA DA FERLONGO = H 34‐49‐69,ALPHONSE LAVALLÉE,Parent 1,SSR,SSR,20,38.22,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
FERLÉ 76 = LEAO FERREIRA DA FERLONGO = H 34‐49‐69,ALMEIDA 34‐49‐76,Parent 2,SSR,SSR,20,38.22,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
FERLÉ DE MOCAMMEDES,FERRAL TAMARA,Parent 1,SSR,SSR,20,31.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FERLÉ DE MOCAMMEDES,ALPHONSE LAVALLÉE,Parent 2,SSR,SSR,20,31.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FERLÉ DE PEGÕES = LEAO FERREIRA DA FERRAL TAMARA,ALPHONSE LAVALLÉE,Parent 1,SSR,SSR,20,33.42,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FERLÉ DE PEGÕES = LEAO FERREIRA DA FERRAL TAMARA,ALMEIDA 17‐48‐1,Parent 2,SSR,SSR,20,33.42,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FERLONGO = H 34‐49‐69,FERRAL TAMARA,Parent 1,SSR,SSR,20,26.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 13/1
FERLONGO = H 34‐49‐69,ALPHONSE LAVALLÉE,Parent 2,SSR,SSR,20,26.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 13/1
FERNAND ROSE,PRÉCOCE DE MALINGRE,Parent 1,SSR,SSR,20,32.95,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FERNAND ROSE,GREC ROUGE,Parent 2,SSR,SSR,20,32.95,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FERRADOU,MERLOT NOIR,Parent 1,SSR,SSR,20,27.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
FERRADOU,FER,Parent 2,SSR,SSR,20,27.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
FERRAL = PRUNESTA ROSSO VIOLACEA UVA SOGRA,CACCIO DI FERMO NERO,Parent 1,SSR,SSR,20,27.66,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
FETEASCA REGALA,FETEASCA ALBA = LEANYKA,Parent 1,SSR,SSR,20,39.5,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Kiss 2006; Galbacs 2009 | nSSR: 20/0
FETEASCA REGALA,FRANCUSE,Parent 2,SSR,SSR,20,39.5,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Kiss 2006; Galbacs 2009 | nSSR: 20/0
FEUNATE,POUGAYEN,Parent 1,SSR,SSR,20,36.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FEUNATE,F GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,36.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FIRNRIESLING,RIESLING WEISS,Parent 1,SSR,SSR,20,35.06,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FIRNRIESLING,MUSCAT SAINT‐LAURENT,Parent 2,SSR,SSR,20,35.06,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FITZREBE,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,40.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
FITZREBE,F PRÉCOCE DE MALINGRE,Parent 2,SSR,SSR,20,40.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
FLORA,SAVAGNIN BLANC,Parent 1,SSR,SSR,20,37.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010; Myles 2011 | nSSR: 20/0
FLORA,SEMILLON,Parent 2,SSR,SSR,20,37.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010; Myles 2011 | nSSR: 20/0
FOGONEU,MURESCU = ESCURSACH,Parent 1,SSR,SSR,20,42.37,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/0
FOGONEU,F MANCENS = GIRO DE BALEARES,Parent 2,SSR,SSR,20,42.37,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/0
FOLIGNAN,FOLLE BLANCHE,Parent 1,SSR,SSR,20,33.14,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FOLIGNAN,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,33.14,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FOLLE BLANCHE,BOUILLET,Parent 1,SSR,SSR,20,29.06,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of prior publication: Boursiquot 2004 and 2009 But | nSSR: 20/0
FOLLE BLANCHE,BAROQUE,Parent 2,SSR,SSR,20,29.06,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of prior publication: Boursiquot 2004 and 2009 But | nSSR: 20/0
FONDO DE ORZA,HUEVO DE GATO NEGRO,Parent 1,SSR,SSR,20,36.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FONDO DE ORZA,F MUSCAT À PETITS GRAINS,Parent 2,SSR,SSR,20,36.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
FONTANARA = WÜ B 51‐4‐10,RIESLANER = WÜRZBURG NI 11‐17 MÜLLER‐THURGAU,Parent 1,SSR,SSR,20,40.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FORMOSA = PIROVANO 245,FRANKENTHAL = SCHIAVA GROSSA DELIZIA DI VAPRIO = PIROVANO 46 A,Parent 1,SSR,SSR,20,34.66,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FOSTER'S WHITE SEEDLING,BLACK MOROCCO,Parent 1,SSR,SSR,20,38.18,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior | nSSR: 20/0
FOSTER'S WHITE SEEDLING,F FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,38.18,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior | nSSR: 20/0
FRANC NOIR DE LA HAUTE‐SAÔNE PINOT,GOUAIS BLANC = HEUNISCH WEISS,Parent 1,SSR,SSR,20,30.07,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
FRANÇOIS IER,CORNET = BAUDE,Parent 1,SSR,SSR,20,35.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
FRANÇOIS IER,GREC BLANC DE SEMIS,Parent 2,SSR,SSR,20,35.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
FRANÇOIS NOIR,PINOT,Parent 1,SSR,SSR,20,34.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
FRANÇOIS NOIR,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,34.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
FRANCUSE,ALBA IMPUTOTATO,Parent 1,SSR,SSR,20,37.74,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FRANCUSE,F GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,37.74,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FREDERICTON,BLACK MOROCCO,Parent 1,SSR,SSR,20,33.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 19/0
FREDERICTON,F FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,33.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 19/0
FREISAMER,PINOT,Parent 1,SSR,SSR,20,40.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FREISAMER,SYLVANER,Parent 2,SSR,SSR,20,40.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FROELICH X 4‐2,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,41.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
FROELICH X 4‐2,F SAINT‐LAURENT,Parent 2,SSR,SSR,20,41.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
FRÜHGIPFLER I,ROTGIPFLER,Parent 1,SSR,SSR,20,37.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FRÜHGIPFLER I,MADELEINE ROYALE,Parent 2,SSR,SSR,20,37.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
FRÜHMUSKAT OBERLIN,BOUQUETTRAUBE,Parent 1,SSR,SSR,20,25.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 17/0
FRÜHMUSKAT OBERLIN,MUSCAT PRÉCOCE DE SAUMUR,Parent 2,SSR,SSR,20,25.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 17/0
FRUMOASA DE GHIOROC X CARDINAL TOMPA MIHALY,CARDINAL = G 10‐30,Parent 1,SSR,SSR,20,30.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
FRUTTUOSA = PIROVANO 27,TETA DE VACA,Parent 1,SSR,SSR,20,38.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 19/0
FRUTTUOSA = PIROVANO 27,CITRONELLE,Parent 2,SSR,SSR,20,38.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 19/0
FULGENS = PIROVANO 347,ANGELO PIROVANO = PIROVANO 2 CICLOPICA = PIROVANO 60,Parent 1,SSR,SSR,20,28.05,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
FURMINT,ALBA IMPUTOTATO,Parent 1,SSR,SSR,20,36.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FURMINT,F GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,36.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
FÜRSTENTRAUBE,BICANE,Parent 1,SSR,SSR,20,31.47,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
FÜRSTENTRAUBE,F FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,31.47,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
G. MOLON = PIROVANO 102,DORONA DI VENEZIA,Parent 1,SSR,SSR,20,44.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
G. MOLON = PIROVANO 102,MOSCATO D'ADDA,Parent 2,SSR,SSR,20,44.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
GALEGO DE MONTEMOR,GIBI = HEBÉN,Parent 1,SSR,SSR,20,29.19,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
GALEGO DE MONTEMOR,F TROUSSEAU = BASTARDO,Parent 2,SSR,SSR,20,29.19,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
GALOTTA,ANCELLOTA,Parent 1,SSR,SSR,20,45.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
GALOTTA,GAMAY NOIR,Parent 2,SSR,SSR,20,45.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
